model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent 
all features,5,10,0.75,0.05,20,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4125586.0698526385,294.3312266086745,3936694.146292077,280.8551311844824
all features,5,10,0.75,0.05,20,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4053610.3192019337,289.1962686617522,4260462.417181985,303.9536948053839
all features,5,10,0.75,0.05,20,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",3940529.4698082246,281.12875424211245,4815342.924612398,343.54047292805456
all features,5,10,0.75,0.05,20,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",4045700.598658462,288.6319663516624,4515557.54789428,322.1529182498076
all features,5,10,0.75,0.05,20,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4343081.747302439,309.84799645470304,3815160.1397396596,272.184544116954
all features,5,10,0.75,0.05,20,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4121467.504809178,294.0373962823683,4768686.492124564,340.21186827145135
all features,5,10,0.75,0.05,20,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3906215.312009711,278.6806831113989,5194058.946591332,370.5591678232986
all features,5,10,0.75,0.05,20,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",4347245.172183436,310.1450272113928,4596056.821134042,327.89596891766394
all features,5,10,0.75,0.05,20,"['image_emotions_angry', 'image_emotions_happy']",5163002.337589244,368.3434996328597,5584833.349209872,398.43814242292325
all features,5,10,0.75,0.05,20,['image_emotions_angry'],5135182.461078324,366.35874928735217,5702196.990797345,406.8112036081273
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3995631.604489771,285.0598996878685,4350802.555442569,310.3988212082818
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3988260.2223873837,284.534003997108,4629570.6272965735,330.28694065092265
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4112310.419464127,293.3841033644326,4106957.6396010807,293.00222058797823
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3874109.365247433,276.39015213422994,4824363.212106282,344.1840062921597
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4088672.7334111463,291.6977225660765,4233102.235035514,302.0017403836222
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4056813.9788004598,289.42482699099446,4332939.797112028,309.1244404340055
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4087517.0071298345,291.615269714956,4017629.88940437,286.6293208737492
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4115567.609274373,293.61648069359615,3963276.58873621,282.751599409448
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4050478.35937731,288.97282560147846,4477747.909847227,319.45546946178206
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4102584.0344593953,292.69019496440416,4049099.898291646,288.874482206066
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4044238.481902086,288.52765471906946,4625497.181531422,329.99632926425386
all features,5,10,0.75,0.05,30,"['title_sentiment', 'title_length', 'title_non_letter_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4199705.275811503,299.6191048484594,4191487.906056697,299.032853955016
all features,5,10,0.75,0.05,30,"['title_length', 'title_non_letter_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4172223.5061728763,297.6584760238128,4743552.3390629105,338.4187251942858
all features,5,10,0.75,0.05,30,"['title_length', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4428375.102137305,315.93307075082885,4552579.517664168,324.79417250783104
all features,5,10,0.75,0.05,30,"['title_length', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4338361.943428181,309.5112720135832,4355493.352362337,310.7334762094842
all features,5,10,0.75,0.05,30,"['image_text', 'image_emotions_angry', 'image_emotions_happy']",4491591.479878649,320.4431097337343,4787759.929534833,341.5726223882134
all features,5,10,0.75,0.05,30,"['image_emotions_angry', 'image_emotions_happy']",5340611.112980686,381.0146226763052,4877106.997149865,347.9469002628621
all features,5,10,0.75,0.05,30,['image_emotions_angry'],5356779.563403218,382.1681266305677,5065026.073267813,361.35358994051563
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4030643.318598169,287.55773650055795,4263564.335815013,304.17499464027793
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3989553.8936219527,284.62629823963556,4402528.035083832,314.0890663302988
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3991007.855387092,284.7300280715987,4367886.437399616,311.61763469235854
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",3842977.6120145437,274.16912293731826,4956357.24126687,353.60084158539235
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4043433.6775739356,288.4702376536941,4185603.9493536414,298.6130754885387
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4086689.8516371814,291.5562580529457,4357586.377612312,310.88279867633327
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4195605.256088489,299.32659759888037,3515344.260725907,250.79481331683328
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4154239.922390894,296.37547521283716,3745855.7031116444,267.24016542826126
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4089959.1515498552,291.7894993517955,4089734.3211253737,291.7734592999104
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4065241.7129079555,290.0260858849774,4218872.958702987,300.98658271007105
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3997897.1299138498,285.22152881538926,4525677.151705346,322.87488001525713
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4082657.224406482,291.2685587784255,4362390.981777446,311.22557301514223
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4085432.720876286,291.4665707133539,4429693.974984543,316.02716294919674
all features,5,10,0.75,0.05,50,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4011842.5571681657,286.2164358758282,5243647.629757653,374.09696771284825
all features,5,10,0.75,0.05,50,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4243120.9176796265,302.71650214151947,4081479.6817377387,291.1845494832109
all features,5,10,0.75,0.05,50,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",4328494.834708993,308.8073239772977,4636769.900273222,330.800557579531
all features,5,10,0.75,0.05,50,"['image_emotions_angry', 'image_emotions_happy']",4854336.092496702,346.32235815318944,6404244.796462858,456.8973218664333
all features,5,10,0.75,0.05,50,['image_emotions_angry'],5406319.87024648,385.70247521349967,4905560.566950026,349.97686011799027
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4186861.9274591776,298.7028232801446,3691990.9441336417,263.39729793924477
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4110754.7130907173,293.27311477823514,4091353.506225789,291.888976641845
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3949487.1635004436,281.7678219836102,4514113.173175915,322.0498723854526
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3981639.094145761,284.0616335838155,4275604.3037191,305.033960726923
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4040373.445282064,288.25191184278543,4284628.637811121,305.6777827870276
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4262632.721842917,304.1085306086252,3388546.023479945,241.74866082636916
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4104499.7130102655,292.8268650054889,4101405.279049365,292.6060991487233
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3953099.0901115052,282.0255072607695,4522000.26379667,322.61256021149126
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3923407.0640680604,279.9071923600756,4766659.176292816,340.06723370429444
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4186757.968881935,298.6954065749691,3866240.8733000937,275.8287911912734
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3978326.210871725,283.8252829220795,4655633.117153693,332.1463139564942
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",4019600.489755027,286.76990919466743,4606957.386266121,328.6736467194913
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4235782.752355945,302.19297623169564,4269387.375987977,304.5904271455465
all features,5,10,0.75,0.05,100,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4384997.931576035,312.83841811192065,3833523.928056718,273.4946698176486
all features,5,10,0.75,0.05,100,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4085197.3364386037,291.44977770768287,4860702.180097993,346.77653323053863
all features,5,10,0.75,0.05,100,"['image_text', 'image_emotions_angry', 'image_emotions_happy']",4603413.09387332,328.42078666281816,4316911.396073984,307.9809280073524
all features,5,10,0.75,0.05,100,"['image_text', 'image_emotions_happy']",4852113.835023805,346.1638158862815,5730243.245192743,408.81210440578565
all features,5,10,0.75,0.05,100,['image_text'],4595515.817634662,327.8573721653781,6140776.442517722,438.10072849127425
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3363465.7047824445,239.95935844823808,2812742.723671154,200.66919026181554
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3283687.9789850884,234.267785059048,3233724.521805493,230.70324770889027
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3285961.9275073963,234.43001511472585,3287948.6995167825,234.57175716848826
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",3191689.0626220307,227.7043166350879,3590826.51925444,256.1799356639935
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",3216211.5978191663,229.4538251271953,3622063.4321976383,258.40846725838304
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",3230363.90209523,230.46349139191145,3555593.925604793,253.6663406668405
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",3270332.2113256482,233.31494601728642,3433109.4642222603,244.9279454064281
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",3220445.804430432,229.7559056569691,3603941.0360382316,257.1155631714548
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",3232231.6618205286,230.5967427655707,3536149.454014176,252.27911589995347
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",3341935.052501964,238.4232995251903,3418383.207900554,243.87733174496685
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3261708.2619780176,232.69968856132215,3597761.9249870004,256.67472754125185
all features,5,10,0.75,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3429321.3382274336,244.65768955629497,3369350.2096781847,240.37917602436482
all features,5,10,0.75,0.1,5,"['title_sentiment_polarity', 'title_length', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3435291.6071370705,245.0836257848948,3531394.8460834906,251.93990843691975
all features,5,10,0.75,0.1,5,"['title_sentiment_polarity', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3563670.586548017,254.24255298724094,3680934.553261841,262.60850307905696
all features,5,10,0.75,0.1,5,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3478635.199193495,248.1758828362788,3569854.849330478,254.68375615683013
all features,5,10,0.75,0.1,5,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",3698037.7302518636,263.82869312651815,4096323.9606551975,292.24358321755085
all features,5,10,0.75,0.1,5,"['image_emotions_angry', 'image_emotions_happy']",5088062.961960541,362.9971081198419,5513238.655429517,393.33037017378024
all features,5,10,0.75,0.1,5,['image_emotions_angry'],5333797.640303707,380.52852985542467,4796316.385848831,342.18306469621075
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3316792.7736882125,236.62957673339963,3141115.6926001543,224.09626634108324
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3280151.2452260624,234.01546425714082,3368350.216977105,240.30783365668057
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3186293.975548878,227.31941554006397,3417549.799544429,243.81787398561556
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3212467.4877699544,229.18670950175843,3324545.9579863134,237.1827112956037
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3202071.943407404,228.44506134033645,3915921.0877426416,279.37312118644894
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3175206.2173267,226.52838284249853,3774914.7115183445,269.31331902233507
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3258714.3719658805,232.48609580027343,3538977.96182338,252.48090981695324
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3194374.539833061,227.89590633608287,3776632.833808331,269.43589482914484
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",3277288.3625858617,233.8112179404091,3546744.391225855,253.0349893231606
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3355856.461924043,239.41649308410408,3174990.6987485066,226.5130071246241
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3271587.4201445654,233.40449623998606,3383679.029923362,241.4014354481681
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3392075.8166161813,242.00048646419913,3042515.7201884803,217.0618595120564
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy', 'category_id']",3318209.2568942914,236.730632736706,3466269.695502258,247.29369208629743
all features,5,10,0.75,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3596443.359061332,256.5806572395552,3352781.9493845757,239.19714847908472
all features,5,10,0.75,0.1,10,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3559432.147726398,253.9401705193562,3449067.3705521165,246.06642853698142
