model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent 
all features,3,100,0.25,0.1,100,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3954983.4219269967,282.1599409352101,3965472.900166709,282.9082906107484
all features,3,100,0.25,0.1,100,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",3864722.603934247,275.72047346932897,4150652.229554294,296.1195188431451
all features,3,100,0.25,0.1,100,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4132335.844740026,294.81277504526025,4490713.932157908,320.3805029446187
all features,3,100,0.25,0.1,100,"['title_sentiment', 'image_text', 'image_emotions_angry']",4161692.1686936086,296.90713998921797,4416777.21552603,315.10564402052506
all features,3,100,0.25,0.1,100,"['title_sentiment', 'image_text']",4028933.597966403,287.4357600923131,4708266.278071307,335.90131568252207
all features,3,100,0.25,0.1,100,['title_sentiment'],4605698.060645084,328.5838027922374,4549784.936249158,324.5947989977864
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4267949.145160249,304.48781960409565,3745227.1512175477,267.19532272062065
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4184108.203800426,298.5063646804455,4135790.381670919,295.05923168803025
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4287892.356815393,305.910625927752,3987014.2614470664,284.44511354477936
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4275007.114436479,304.9913555185732,3996487.0541020413,285.1209299340973
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4304582.116008054,307.1013215554292,3893501.963291691,277.7736760924877
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4399098.825208996,313.84441659286284,3743974.732536975,267.1059715544495
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4203497.484805945,299.8896519915786,4053177.5640213834,289.1653946571972
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4285597.645788098,305.74691461499776,4062776.332066224,289.8501984946968
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",4270020.594448443,304.63560277951086,4049328.453723151,288.89078801071133
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4220169.734613531,301.0790984491502,4404087.83269112,314.2003467969382
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4230526.579229733,301.8179856588869,4291973.157919231,306.2017620655278
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4339795.110080474,309.61351826213115,4319809.387520804,308.1876790877569
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4114230.842102915,293.52111186245224,4896521.739403751,349.33200405299624
all features,3,100,0.5,0.01,5,"['title_sentiment', 'title_capitals_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4551688.390206712,324.73059690107436,3880658.9688603915,276.8574197739211
all features,3,100,0.5,0.01,5,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4324089.371368995,308.4930254978364,4484053.864107956,319.90535445292585
all features,3,100,0.5,0.01,5,"['title_sentiment', 'image_text', 'image_emotions_happy']",4726771.747912749,337.2215493524006,4896432.412645675,349.32563122406276
all features,3,100,0.5,0.01,5,"['title_sentiment', 'image_text']",4685162.970251146,334.253058970799,4421577.797985537,315.44813143923824
all features,3,100,0.5,0.01,5,['image_text'],4884795.5130301565,348.4954211933507,4324687.152821191,308.53567295327423
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4194012.246700679,299.2129477078892,4300369.506529429,306.80078182747934
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4319248.583858791,308.14766973467783,4184806.338135696,298.55617160042203
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4076561.335495506,290.833660456088,4956845.851693198,353.635700464514
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4208780.514912261,300.2665586189218,4474658.84101999,319.23508636914863
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4275801.201879237,305.04800801038994,3933628.6935883267,280.63643293431164
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",4180006.975145649,298.2137711821825,4654041.887575164,332.03279104223805
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4230985.67097504,301.85073859004245,4297283.020673159,306.5805830114554
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4254010.285184009,303.4933810722436,4391033.12767892,313.26898643402313
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4247296.757080027,303.0144185858817,4380956.212903519,312.55007022768143
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4273444.430893499,304.87986916094576,4489265.906704033,320.2771966262476
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4237369.856443524,302.30620482151136,4315557.507134426,307.88433765981756
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4277113.303383684,305.1416171216047,4375601.571060872,312.1680546122242
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4256300.976010757,303.6568055722788,4290597.503768842,306.1036189249854
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4369253.0125648705,311.71513011187756,4350117.026622394,310.349913602162
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_happy']",4325672.449947773,308.6059668962269,4334835.529965613,309.2596874914346
all features,3,100,0.5,0.01,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text']",4768461.583013777,340.195822605858,4621699.252164837,329.7253740132633
all features,3,100,0.5,0.01,10,"['title_sentiment', 'image_text']",4728014.688856193,337.31022434942935,4398252.610320403,313.7840451784948
all features,3,100,0.5,0.01,10,['title_sentiment'],4937689.712112229,352.26904613601636,4363257.961258873,311.28742583553964
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4309209.777869422,307.43147231920545,3908595.4881977187,278.8504917555768
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4327660.926574438,308.7478305623096,4106072.6826326093,292.93908520172863
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4240691.963238686,302.5432135158858,4096210.1313798083,292.23546230825895
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4259887.594953126,303.9126853272547,3997692.369594539,285.20692062277783
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",4251370.009513327,303.30501617969765,4101261.9123185733,292.59587095204665
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",4206608.751024833,300.11161871024746,4651628.466616834,331.8606106201207
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",4280865.023269186,305.4092756547429,4201593.023206969,299.75378220024106
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4206187.07866556,300.08153538617415,4582824.775644347,326.9519565728524
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4164539.230271331,297.1102575856547,4728125.792806954,337.31815082619045
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4163172.832491868,297.0127748213504,4881749.773202628,348.27812931670843
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_sentiment_polarity', 'title_capitals_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4260635.171957428,303.9660196300507,4635226.43079842,330.6904420090255
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4460169.9789991975,318.20140910280674,3913244.172621412,279.1821423296712
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4425588.389775676,315.7342586417814,3620752.424138104,258.3149361566866
all features,3,100,0.5,0.01,20,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4186400.37102942,298.66989451128137,4597646.267467606,328.0093646100736
all features,3,100,0.5,0.01,20,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4101746.0067625334,292.63040764794215,4888658.597898338,348.771024826021
all features,3,100,0.5,0.01,20,"['title_sentiment', 'image_text', 'image_emotions_happy']",4673290.436087411,333.4060380908079,4901458.636480388,349.68421655022803
all features,3,100,0.5,0.01,20,"['title_sentiment', 'image_text']",4682732.540020993,334.07966505810015,4530534.117249111,323.2213899660588
all features,3,100,0.5,0.01,20,['image_text'],4726757.785343303,337.22055322236673,4920236.059941553,351.0238521768512
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4204119.05805451,299.9339968224897,3981723.7998493817,284.06767673337663
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4387654.90888003,313.02797454722827,3743834.70356963,267.095981483458
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4281415.044750916,305.44851577593715,3995682.079300117,285.0635007066305
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4146766.8738368554,295.84232634376144,4400190.028391553,313.92226617974893
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4238280.929971034,302.3712034385181,4375590.221658465,312.1672449130748
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",4310586.996699617,307.5297270885247,4227443.53505567,301.59803238241267
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",4380269.452554893,312.50107476076477,3727679.5167936743,265.9434237960531
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",4299735.4041109495,306.75554312939704,4376764.530981716,312.2510235320826
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4319471.989961179,308.1636081713107,4182899.139224281,298.4201065213087
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4350065.955895311,310.3462700689787,4046872.0316865747,288.71553976746725
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4288043.928753218,305.9214395075984,3931405.1795288795,280.4778010188897
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4386625.239875102,312.9545149863102,4034242.519359465,287.8145138788375
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_length', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4190358.8758765296,298.95230568086043,4237802.457546737,302.337067833744
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4379347.3497433495,312.43528928277794,4072725.783593829,290.56002110477465
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_happy']",4438625.156634502,316.6643392450221,3748169.81946943,267.40526117334326
all features,3,100,0.5,0.01,30,"['title_sentiment', 'title_non_letter_ratio', 'image_text']",4800189.045512801,342.45935142246856,4663745.798872697,332.7250961030816
all features,3,100,0.5,0.01,30,"['title_sentiment', 'image_text']",4542686.5555029195,324.0883800123135,5414444.461078115,386.2821069905805
all features,3,100,0.5,0.01,30,['image_text'],4865627.611773014,347.12792775290234,4475107.748221547,319.26711270553596
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4146249.7966627963,295.805436564633,4448393.474749175,317.3612392742337
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4200070.176801134,299.64513793904354,4290803.323522776,306.11830270072295
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4063836.263393843,289.92581705712576,4706718.023786648,335.79085874986083
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4257133.393901415,303.7161926689629,3915765.3894830667,279.3620132228904
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy', 'category_id']",4162989.334318361,296.99968353163433,4363132.513173515,311.2784760067847
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_happy']",4296853.922486356,306.5499699073973,4349878.128357181,310.3328699098855
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4055416.0737932427,289.3250964100564,4773721.254120387,340.5710627346919
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4377880.565554261,312.3306446620538,4108709.308271585,293.12718969046983
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4174339.7087685596,297.8094520294502,4494180.872488874,320.6278444817761
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'title_number_count', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4146120.4568765964,295.79620909069916,4742988.211815996,338.37847872706
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4203523.156461798,299.89148348165736,4260900.635203573,303.98495854479745
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4202095.3451763885,299.7896193004515,4747976.026335249,338.73432382171836
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_capitals_count', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4245384.175716375,302.877969507079,4329129.442430738,308.85259872517446
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",4266500.089342008,304.3844397765546,4507429.1496475935,321.5730148407396
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_happy']",4346830.042872788,310.11541068730736,4233196.763359107,302.00848430726387
all features,3,100,0.5,0.01,50,"['title_sentiment', 'title_non_letter_ratio', 'image_text']",4740984.962300584,338.23556112042394,4589996.487344618,327.4636072003958
all features,3,100,0.5,0.01,50,"['title_sentiment', 'image_text']",4449289.723653083,317.4251802597731,5196627.315020706,370.742402645552
all features,3,100,0.5,0.01,50,['image_text'],4795604.738052826,342.13229368691293,4581032.650601095,326.8241011958742
all features,3,100,0.5,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4184317.1738422182,298.5212732068182,4306789.874839149,307.25882944735287
all features,3,100,0.5,0.01,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",4173783.669380571,297.76978257344126,4352908.650233673,310.5490760939451
