model name,depth,n_estimator,colsample_bytree,learning rate,alpha,featurestrain_rmse,train_rmse_percent,test_rmse,test_rmse_percent 
all features,9,100,0.5,0.05,50,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2059302.146028551,146.91656320725096,1899258.7223149526,135.4986030884459
all features,9,100,0.5,0.05,50,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1925416.8234737425,137.3647975804433,2273549.9659880684,162.2016215187775
all features,9,100,0.5,0.05,50,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2005032.210140133,143.04478922712823,2257904.690203063,161.08544235429918
all features,9,100,0.5,0.05,50,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2024887.8519626027,144.46134806598403,2179488.6330644693,155.49101434028304
all features,9,100,0.5,0.05,50,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1922053.829292008,137.12487186181127,2656753.7655288307,189.5404874278254
all features,9,100,0.5,0.05,50,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2051989.9495536906,146.39488999011064,2266725.000679353,161.71470878035348
all features,9,100,0.5,0.05,50,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2183802.8333848584,155.79880185232037,2377917.1614144617,169.64747869578093
all features,9,100,0.5,0.05,50,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2280412.3857380264,162.69120636522354,3077913.8445992167,219.58726395182623
all features,9,100,0.5,0.05,50,"['title_non_letter_ratio', 'image_emotions_angry', 'image_emotions_happy']",4357178.646178318,310.85370993813643,4834176.073467549,344.88408416524254
all features,9,100,0.5,0.05,50,"['image_emotions_angry', 'image_emotions_happy']",5167216.064170382,368.6441190581294,4944154.552824079,352.7302665455124
all features,9,100,0.5,0.05,50,['image_emotions_angry'],5017916.955624559,357.99268941738427,5601702.529036899,399.64163843689647
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1717775.2447798408,122.55104760234127,2705422.077160429,193.01262535367732
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1894306.656381569,135.14530840115995,2313896.667571364,165.0800717475591
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1930489.9754086582,137.72673089282463,2160420.5688319574,154.13064356154212
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1837465.7924005901,131.09011698501868,2506246.0214168974,178.8028302347585
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1948781.7558766925,139.0317193455817,2076895.7561724114,148.1717421724791
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1872279.0599034403,133.5737960436732,2438027.928442313,173.93595444010776
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1844972.3390697588,131.62565570638407,2636788.4676903817,188.11610541205812
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2004046.9485828958,142.9744978217953,2052735.822960529,146.44810275334297
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1992821.6336297514,142.1736514297224,2111623.6165068275,150.6493280370466
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1847723.6040675403,131.82193889810802,2641786.4430876113,188.4726754131002
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1825457.449767634,130.2334071365628,2675505.8131966013,190.8783126720522
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",1958655.7735605892,139.7361602873655,2365101.9135156376,168.73320189498452
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2063596.0907855185,147.2229056288874,2159127.8465216574,154.03841701801284
all features,9,100,0.5,0.05,100,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2248242.945105584,160.39614555196073,2216770.094453722,158.1507814799502
all features,9,100,0.5,0.05,100,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2937481.073341107,209.56838442280667,2721276.63754144,194.14373548573448
all features,9,100,0.5,0.05,100,"['image_text', 'image_emotions_angry', 'image_emotions_happy']",4462989.47160027,318.4025598488188,4752906.339992145,339.0860666387702
all features,9,100,0.5,0.05,100,"['image_emotions_angry', 'image_emotions_happy']",5102787.294951596,364.0475845653392,5008964.331710311,357.3539833684904
all features,9,100,0.5,0.05,100,['image_emotions_angry'],5142911.771245869,366.9101806001241,5231554.652913149,373.2342198152822
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1945865.334872313,138.82365344730874,1980946.34287736,141.3264338867344
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1844341.6418607773,131.58065994578297,2274224.289472956,162.24972970391232
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1879027.761200092,134.05526788719482,2350424.288654166,167.68605774236397
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1907831.7414812609,136.11022703816735,2074097.7006036015,147.97212080626764
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",2011957.3894835608,143.5388515242479,1754464.7439242632,125.1685824456324
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1910410.376709069,136.29419432347578,2125092.4667882556,151.61023471968986
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1856103.0346803404,132.41975168125904,2244115.614258706,160.10168984791946
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1921048.591159013,137.05315526986323,2197190.2417631526,156.75389823435643
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1928079.7410131723,137.55477780930477,2153752.568945317,153.65492918970952
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",1738453.5146655438,124.02629510331549,2737622.070960347,195.3098659181579
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1897381.558874297,135.36468082657123,2248522.146143284,160.41606456043743
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",2031779.070857375,144.95298752660486,1970167.1805938452,140.55741731478489
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2039439.4018069317,145.49949766272522,1937855.8767306146,138.2522355688784
all features,9,100,0.5,0.1,5,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",1995415.0019886193,142.35866981915598,2375401.7604319076,169.46802272417534
all features,9,100,0.5,0.1,5,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2590469.0688212276,184.81154570730288,2980672.363634229,212.64977582648672
all features,9,100,0.5,0.1,5,"['title_sentiment', 'image_emotions_angry', 'image_emotions_happy']",4327568.033506956,308.7412033025622,4677972.117396237,333.7400427579962
all features,9,100,0.5,0.1,5,"['image_emotions_angry', 'image_emotions_happy']",4986340.316180727,355.73992075317,5467529.180021756,390.06932417047
all features,9,100,0.5,0.1,5,['image_emotions_angry'],5294835.99441518,377.748893500517,4700011.130004173,335.3123695751578
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1899352.5337413754,135.50529586657277,2121303.51181549,151.33991972787612
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1859270.528559772,132.6457298436397,2443612.2716007032,174.33435761090175
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1984316.038536086,141.56683770809164,1849343.248327971,131.93748899784433
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1870012.4784478045,133.41209157581088,2339061.5101364832,166.87540430254572
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1786910.4730422215,127.48335447748642,2598841.936802239,185.40889029334653
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1839078.9502285193,131.20520432392487,2459534.409476736,175.47028891664533
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1827172.8474939787,130.3557885651327,2338429.3599162716,166.83030487992664
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1836648.3327897666,131.03179705522376,2372201.7454325594,169.2397244111655
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1849243.3941551053,131.93036511273226,2301516.6363795977,164.19684456372863
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",1858358.7011816357,132.58067744475187,2298766.7133925725,164.00065711492834
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1887810.3021428802,134.68183972563526,2567378.1505537806,183.16417290205652
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2008663.7475230594,143.30387359339628,2176629.483796635,155.28703437311952
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2002802.879926959,142.88574237050003,2073188.3093418034,147.90724220695583
all features,9,100,0.5,0.1,10,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2016989.869967206,143.89788321781967,2269529.3854741687,161.91478169182966
all features,9,100,0.5,0.1,10,"['title_sentiment', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",2401362.5743218833,171.320142172569,3493004.1714913775,249.2010068234976
all features,9,100,0.5,0.1,10,"['title_sentiment', 'image_emotions_angry', 'image_emotions_happy']",4338861.971861697,309.5469454863175,4633802.664392702,330.58886640122006
all features,9,100,0.5,0.1,10,"['image_emotions_angry', 'image_emotions_happy']",5130226.836630936,366.0052007253987,5049145.286796723,360.2206087634405
all features,9,100,0.5,0.1,10,['image_emotions_angry'],5155962.177099235,367.8412342486302,5262569.377564387,375.44689985515237
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1951641.9512895464,139.23577394775265,2074625.5729833608,148.00978074655168
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1747328.902942027,124.6594909387229,2716664.8343872232,193.8147161279328
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1977439.0693642139,141.07621486386154,2295493.675319963,163.76714912495143
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1810186.556849885,129.14393752720585,2271617.0868550483,162.0637243384798
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1881752.1570838275,134.24963415871372,2292612.8349160836,163.5616216494895
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_capitals_count', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1919379.8251305572,136.93410068131217,2223046.2522796923,158.598540707374
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1926385.1828131455,137.43388313273545,2141988.820171658,152.8156693736633
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1895007.5512578606,135.19531226610658,2337807.4425859354,166.785935501228
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1840029.5862046578,131.27302544028936,2420376.472021563,172.67664855440253
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",1919683.513468326,136.9557666845051,2202304.7867410546,157.11878464598442
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1873123.8237929915,133.63406393957854,2367481.3726946395,168.90295938566896
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1947228.880361287,138.920932720971,2281071.1111595505,162.7382017394644
all features,9,100,0.5,0.1,20,"['title_sentiment', 'title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1916239.8039956542,136.71008250387874,2322423.5162361534,165.6884017603429
all features,9,100,0.5,0.1,20,"['title_non_letter_ratio', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",2158509.559458866,153.99430663308655,2639292.6650959696,188.2947620881224
all features,9,100,0.5,0.1,20,"['image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",3358962.6842154474,239.63809995441738,3802927.58056598,271.3118380128535
all features,9,100,0.5,0.1,20,"['image_text', 'image_emotions_angry', 'image_emotions_happy']",4551609.2609091485,324.7249515884283,4380479.312266803,312.5160467587734
all features,9,100,0.5,0.1,20,"['image_emotions_angry', 'image_emotions_happy']",5296678.560266077,377.8803474704062,4509039.923642969,321.6879321101459
all features,9,100,0.5,0.1,20,['image_emotions_angry'],5317274.620814062,379.3497299197734,4759751.9839744605,339.5744546534974
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_neutral', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1867307.5204919092,133.21911206220884,2281937.6879985197,162.80002583418596
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_disgust', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1757345.3716299539,125.37409474659115,2531548.1168709085,180.60795480728132
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_sentiment_polarity', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1906816.9880065767,136.037831594259,2258193.3496814454,161.106036155254
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_length', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1921823.4660250063,137.10843708095973,2110666.983644045,150.58107908546745
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_capitals_count', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1950004.6089829342,139.11896121828252,2017452.2474302223,143.93087056156713
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_capitals_ratio', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1761181.7698267149,125.64779447504024,2492254.890062309,177.80466251179396
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_non_letter_count', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1769186.2571831404,126.21885772329153,2567753.6835592403,183.19096451135943
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'title_number_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1890452.561754096,134.87034615822932,2269628.3633541297,161.92184305967479
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy', 'category_id']",1876783.9619875697,133.89518877036068,2152395.4644385967,153.55810943432542
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_surprise', 'image_emotions_fear', 'image_emotions_happy']",1835745.4262802799,130.9673810968725,2617015.8350337096,186.70546868685486
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_non_letter_ratio', 'title_word_count', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1870547.5333110243,133.45026393521096,2213172.434410704,157.89411402096292
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_fear', 'image_emotions_happy']",1834449.2488224173,130.87490805313624,2550191.5175018385,181.9380288580827
all features,9,100,0.5,0.1,30,"['title_sentiment', 'title_non_letter_ratio', 'image_amount_of_faces', 'image_text', 'image_emotions_angry', 'image_emotions_happy']",1815305.867000869,129.50916390004534,2738885.522446936,195.40000419657747
